T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss],P [mB],T [°C],
16905, 17, -9, -995, 7630, 700, -560, -379, -279, 288, 1013.14, 39.98
16945, 62, -14, -974, 6160, 5600, -1680, -382, -286, 283, 1013.11, 39.99
16985, 32, -10, -992, 3220, -6720, -1260, -390, -283, 286, 1013.14, 40.00
17025, 4, -19, -988, 5250, -9730, -2170, -382, -283, 292, 1013.18, 39.99
17065, 23, -24, -988, 3500, -420, -910, -384, -283, 289, 1013.15, 39.99
17105, 29, -16, -984, 3850, -700, 1680, -385, -277, 285, 1013.16, 40.00
17145, 15, -34, -983, 6300, -3080, 2730, -393, -279, 292, 1013.15, 39.99
17185, 14, -30, -986, 1190, 840, 490, -385, -282, 285, 1013.15, 40.00
17225, 30, -27, -988, -910, 4060, 210, -388, -279, 282, 1013.15, 40.00
17265, 18, -22, -993, 840, 1400, 140, -387, -279, 282, 1013.17, 40.00
17305, 31, -38, -981, 1960, -140, -70, -390, -276, 280, 1013.10, 40.01
17345, 25, -32, -988, 70, -140, 210, -379, -279, 285, 1013.12, 40.01
17385, 25, -32, -988, -70, -70, 280, -376, -280, 279, 1013.16, 40.02
17425, 25, -32, -987, -140, 0, 280, -387, -286, 277, 1013.19, 40.02
17465, 25, -33, -985, -210, 0, 280, -381, -279, 280, 1013.22, 40.02
17505, 25, -33, -986, -280, -140, 280, -388, -280, 283, 1013.12, 40.03
17545, 25, -33, -986, -280, -140, 280, -385, -280, 283, 1013.14, 40.03
17585, 25, -33, -986, -350, -210, 280, -381, -285, 280, 1013.12, 40.04
17625, 25, -33, -987, -350, -140, 280, -381, -283, 286, 1013.20, 40.04
17665, 25, -34, -986, -420, -210, 280, -384, -280, 286, 1013.17, 40.05
17705, 25, -33, -986, -420, -210, 280, -381, -283, 282, 1013.14, 40.04
17745, 25, -33, -986, -420, -210, 280, -388, -280, 285, 1013.20, 40.05
17785, 25, -34, -987, -420, -210, 350, -385, -286, 285, 1013.17, 40.05
17825, 25, -34, -986, -490, -210, 280, -381, -289, 288, 1013.20, 40.05
17865, 26, -34, -986, -490, -210, 280, -387, -280, 280, 1013.19, 40.05
17905, 25, -34, -986, -490, -210, 280, -384, -274, 283, 1013.09, 40.05
17945, 25, -35, -986, -490, -210, 280, -382, -288, 291, 1013.09, 40.05
17985, 25, -34, -985, -490, -210, 280, -376, -285, 286, 1013.11, 40.05
18025, 26, -34, -985, -490, -210, 280, -381, -279, 286, 1013.14, 40.06
18065, 26, -35, -983, -560, -420, 350, -385, -282, 282, 1013.08, 40.06
18105, 23, -34, -991, -560, -420, 350, -378, -280, 288, 1013.06, 40.05
18145, 26, -35, -983, -490, -70, 350, -384, -289, 291, 1013.08, 40.06
18185, 26, -34, -984, -560, -280, 350, -385, -292, 283, 1013.08, 40.06
18225, 24, -35, -988, -560, -350, 350, -379, -282, 283, 1013.09, 40.06
18265, 25, -35, -985, -560, -210, 350, -387, -274, 291, 1013.14, 40.06
18305, 24, -35, -985, -560, -280, 350, -381, -280, 283, 1013.14, 40.06
18345, 24, -35, -985, -560, -280, 350, -390, -276, 289, 1013.13, 40.06
18385, 25, -35, -985, -560, -280, 350, -387, -274, 291, 1013.17, 40.06
18425, 24, -35, -985, -560, -280, 350, -378, -285, 282, 1013.12, 40.05
18465, 24, -34, -985, -560, -280, 350, -388, -286, 279, 1013.19, 40.07
18505, 23, -35, -987, -560, -280, 350, -378, -283, 289, 1013.13, 40.07
18545, 25, -35, -983, -560, -70, 350, -388, -280, 280, 1013.14, 40.06
18585, 24, -35, -985, -560, -210, 350, -388, -279, 289, 1013.16, 40.06
18625, 24, -35, -986, -560, -210, 350, -378, -280, 282, 1013.13, 40.06
18665, 25, -35, -985, -560, -210, 350, -390, -289, 286, 1013.15, 40.06
18705, 24, -35, -985, -560, -210, 350, -378, -280, 288, 1013.14, 40.06
18745, 24, -35, -985, -560, -210, 350, -387, -276, 276, 1013.15, 40.06
18785, 24, -35, -985, -560, -210, 350, -388, -283, 280, 1013.13, 40.07
18825, 24, -35, -986, -560, -210, 350, -378, -283, 289, 1013.18, 40.06
18865, 25, -35, -986, -560, -210, 350, -381, -276, 280, 1013.14, 40.05
18905, 24, -35, -985, -560, -210, 350, -384, -279, 280, 1013.15, 40.05
18945, 25, -35, -986, -560, -210, 350, -388, -276, 274, 1013.07, 40.05
18985, 24, -35, -986, -560, -210, 350, -387, -285, 277, 1013.11, 40.04
19025, 24, -36, -986, -560, -210, 350, -397, -285, 274, 1013.12, 40.03
19065, 25, -35, -986, -560, -140, 350, -385, -283, 276, 1013.10, 40.04
19105, 24, -35, -987, -560, -210, 350, -388, -280, 280, 1013.04, 40.04
19145, 24, -36, -987, -560, -210, 350, -384, -282, 277, 1013.07, 40.03
19185, 24, -35, -988, -560, -210, 350, -388, -279, 288, 1013.10, 40.03
19225, 24, -35, -987, -560, -210, 350, -390, -285, 280, 1013.15, 40.03
19265, 23, -35, -988, -560, -210, 350, -390, -274, 274, 1013.17, 40.03
19305, 24, -36, -988, -560, -140, 350, -382, -270, 285, 1013.19, 40.03
19345, 24, -36, -988, -560, -210, 350, -378, -280, 282, 1013.11, 40.02
19385, 24, -36, -988, -560, -210, 350, -384, -285, 279, 1013.13, 40.02
19425, 24, -35, -990, -630, -210, 350, -381, -271, 276, 1013.10, 40.02
19465, 24, -36, -990, -560, -210, 350, -388, -280, 286, 1013.08, 40.01
19505, 24, -35, -990, -560, -210, 350, -385, -283, 292, 1013.10, 40.00
19545, 23, -36, -990, -560, -140, 350, -379, -282, 286, 1013.12, 40.00
19585, 24, -36, -989, -560, -140, 350, -384, -285, 289, 1013.15, 40.00
19625, 24, -36, -990, -630, -210, 350, -387, -274, 292, 1013.14, 40.00
19665, 24, -35, -990, -560, -140, 350, -384, -279, 283, 1013.11, 40.00
19705, 24, -36, -991, -630, -140, 350, -388, -283, 285, 1013.12, 39.99
19745, 24, -36, -991, -630, -210, 350, -382, -279, 289, 1013.20, 39.98
19785, 24, -36, -991, -630, -210, 350, -381, -286, 295, 1013.21, 39.98
19825, 24, -36, -992, -630, -210, 350, -390, -289, 292, 1013.16, 39.98
19865, 24, -36, -992, -630, -210, 350, -379, -286, 280, 1013.20, 39.97
19905, 24, -36, -993, -560, -210, 350, -390, -277, 289, 1013.16, 39.97
19945, 24, -36, -992, -630, -140, 350, -379, -268, 289, 1013.12, 39.97
19985, 24, -36, -991, -630, -210, 350, -385, -286, 286, 1013.09, 39.97
20025, 24, -36, -989, -630, -210, 350, -385, -277, 288, 1013.11, 39.97
20065, 24, -36, -989, -630, -140, 350, -382, -279, 291, 1013.16, 39.97
20105, 24, -36, -988, -560, -210, 350, -384, -283, 286, 1013.14, 39.98
20145, 24, -36, -989, -630, -140, 350, -393, -274, 280, 1013.19, 39.97
20185, 24, -36, -988, -630, -210, 350, -381, -286, 282, 1013.17, 39.98
